ID,Facility Name,Province,Facility Type,District,sub District
1393,17 Esselen Str,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1394,80 Albert Str,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1395,Berea,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1396,Charlotte Maxeke Hosp,Gauteng,National Central Hospital,Johannesburg Metro Municipality,Johannesburg F SD
1397,Eikenhof LA,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1398,Eikenhof Prov,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1399,Hillbrow CHC,Gauteng,Community Health Centre,Johannesburg Metro Municipality,Johannesburg F SD
1400,Jeppe,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1401,Jeppe Street Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1402,Joubert Park,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1403,Malvern Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1404,Mayfair,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1405,Meldene Medicross,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1406,Rosettenville,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1407,S Hills Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1408,Selby Hosp,Gauteng,District Hospital,Johannesburg Metro Municipality,Johannesburg F SD
1409,South Rand Hosp,Gauteng,District Hospital,Johannesburg Metro Municipality,Johannesburg F SD
1410,Urban Health Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1411,Yeoville,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg F SD
1412,B Molokoane,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1413,Bristlecone,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1414,Eldorado X2,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1415,Eldorado X9,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1416,Ennerdale X8,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1417,Ennerdale X9 Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1418,Finetown,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1419,Kliptown Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1420,Lawley,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1421,Lawley 2 Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1422,Lenasia Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1423,Lenasia Rec Ext 3,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1424,Lenasia S CHC,Gauteng,Community Health Centre,Johannesburg Metro Municipality,Johannesburg G SD
1425,Lenasia S Civic Clin,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1426,Lenasia X10,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1427,Lenasia X2,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1428,Mid Ennerdale,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1429,Mountain View Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1430,Orange Farm Ext 7,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1431,Protea South,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1432,Sinethemba,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1433,Stretford Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1434,T Mntwana Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1435,Thembelihle,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1436,Weilers Farm Clinic,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1437,Wildebees,Gauteng,Clinic,Johannesburg Metro Municipality,Johannesburg G SD
1438,Bronkhorstsp Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1439,Dark City CHC,Gauteng,Clinic,Metsweding DM,Kungwini LM
1440,Ekandastria Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1441,Ekangala Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1442,Kanana Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1443,L Le Roux Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1444,Rethabiseng Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1445,Sokhulumi,Gauteng,Clinic,Metsweding DM,Kungwini LM
1446,Sunshine Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1447,Thandanani Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1448,Yadah Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1449,Zithobeni Clinic,Gauteng,Clinic,Metsweding DM,Kungwini LM
1450,Cullinan Mine Clinic,Gauteng,Clinic,Metsweding DM,Nok Tsa Taemane LM
1451,Kekana Gardens,Gauteng,Clinic,Metsweding DM,Nok Tsa Taemane LM
1452,Raymed Private,Gauteng,Clinic,Metsweding DM,Nok Tsa Taemane LM
1453,Rayton,Gauteng,Clinic,Metsweding DM,Nok Tsa Taemane LM
1454,Refilwe Clinic,Gauteng,Clinic,Metsweding DM,Nok Tsa Taemane LM
1455,A Sisulu,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1456,An-mar,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1457,Beverly Hills,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1458,Boipatong CHC,Gauteng,Community Health Centre,Sedibeng DM,Emfuleni LM
1459,Boitumelo Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1460,Bophelong R B Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1461,Careways,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1462,Diehoek,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1463,Doorewaard Baby,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1464,Duncan Med Depot VCT,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1465,Emerald Casino,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1466,Empilisweni Child,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1467,Empilisweni Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1468,Eureka Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1469,Evaton Main,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1470,Famcare,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1471,H Bernstein,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1472,H Kuhn,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1473,Hands of Hope VCT,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1474,J Heyns CHC,Gauteng,Community Health Centre,Sedibeng DM,Emfuleni LM
1475,Johan Deo,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1476,Kopanong Gateway,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1477,Kopanong Hosp,Gauteng,District Hospital,Sedibeng DM,Emfuleni LM
1478,L A Widd,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1479,L Mbatha CHC,Gauteng,Community Health Centre,Sedibeng DM,Emfuleni LM
1480,Lerato,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1481,Mammas and Pappas,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1482,Market Avenue,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1483,Mpumelelo Evaton N,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1484,Nightingales,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1485,Osizweni,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1486,Pick n Pay (Bedw),Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1487,Pick n Pay (Vanderb),Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1488,Prime Cure,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1489,Prot Grp Vereeniging,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1490,Retswelapele,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1491,Roosmaryn NP,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1492,Roshnee,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1493,Rus ter vaal Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1494,Sebei Motsoeneng,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1495,Sebokeng Hosp,Gauteng,Regional Hospital,Sedibeng DM,Emfuleni LM
1496,Seeker's Tower VCT,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1497,Sharpeville CHC,Gauteng,Community Health Centre,Sedibeng DM,Emfuleni LM
1498,Thlokomelong,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1499,Tokisong,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1500,Trimed Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1501,Tshepiso,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1502,Vaal Marina Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1503,Vaal Tech Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1504,Vaal Univ of Tech VCT,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1505,Vaalmed Care Ways,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1506,Vaalmed Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1507,VdBijlPark Main,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1508,Vereeniging Medicros,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1509,Woman's Choice Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1510,Zone 12 Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1511,Zone 13 Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1512,Zone 14 Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1513,Zone 17 Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1514,Zone 3 Clinic,Gauteng,Clinic,Sedibeng DM,Emfuleni LM
1515,Escourt Bacon,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1516,Heidelberg,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1517,Heidelberg Hosp,Gauteng,District Hospital,Sedibeng DM,Lesedi LM
1518,Ratanda Clinic,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1519,Ratanda Ext 23 Clinic,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1520,Ratanda Ext 7,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1521,Rensburg Clinic,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1522,Usizolwethu Clinic,Gauteng,Clinic,Sedibeng DM,Lesedi LM
1523,Ironsyde VCT,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1524,Kookrus Clinic,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1525,Meyertonmed,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1526,Midvaal CHC,Gauteng,Community Health Centre,Sedibeng DM,Midvaal LM
1527,Pontshong,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1528,Randvaal Clinic,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1529,World Bible School VCT,Gauteng,Clinic,Sedibeng DM,Midvaal LM
1530,1 Military Hosp,Gauteng,Regional Hospital,Tshwane MM,Tshwane Central SD
1531,A Tambo Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1532,Atteridgeville Clini,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1533,Barcley Square,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1534,Bophelong R C Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1535,Danville,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1536,Daspoort Poli,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1537,East Lynne,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1538,Eersterust LA,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1539,Eersterust Prov,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1540,FF Ribeiro Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1541,Folang,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1542,Garsfontein,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1543,Gazankulu,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1544,Hercules Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1545,Holani Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1546,J Hindon Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1547,Kalafong Hosp,Gauteng,Regional Hospital,Tshwane MM,Tshwane Central SD
1548,Kloof Medi Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1549,Lotus Gardens,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1550,M Shiceka Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1551,Mamelodi East,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1552,Mamelodi Hosp,Gauteng,District Hospital,Tshwane MM,Tshwane Central SD
1553,Mamelodi Refugee Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1554,Mamelodi West Clin,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1555,Marie Stopes (Pta),Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1556,Medicare Mopani,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1557,Nellmapius,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1558,Phahameng,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1559,Phomolong Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1560,Pick n Pay (Pta),Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1561,Pretoria N Medicross,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1562,Pretoria W Medicross,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1563,Pretoria West Hosp,Gauteng,District Hospital,Tshwane MM,Tshwane Central SD
1564,Pretorius Park Clin,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1565,S Bopape CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane Central SD
1566,S Bopape II,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1567,SABC Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1568,Saulsville Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1569,Silverton Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1570,Silverton Medicross ,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1571,Skinner Str Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1572,Steve Biko Academic Hosp,Gauteng,National Central Hospital,Tshwane MM,Tshwane Central SD
1573,T Koedoe Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1574,The DTI Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1575,Tshwane Dist Hosp,Gauteng,District Hospital,Tshwane MM,Tshwane Central SD
1576,Tshwane UofTech PTA,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1577,Unisa HIV/AIDS,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1578,Zodwa School Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Central SD
1579,Akasia Refugee Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1580,Boikhutsong Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1581,Dr G Mukhari Hosp,Gauteng,National Central Hospital,Tshwane MM,Tshwane North SD
1582,Goodshepherd Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1583,Karenpark,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1584,KT Motubatse CHC,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1585,M Rantho Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1586,Malas Refugee Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1587,Rosslyn,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1588,Sosh 1 Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1589,Sosh 2 Clinic,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1590,Sosh CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane North SD
1591,Soshang Block JJ,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1592,Soshang Block TT,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1593,Tshwane UofTech Sosh,Gauteng,Clinic,Tshwane MM,Tshwane North SD
1594,Boekenhout Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1595,Dilopye Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1596,Eersterus Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1597,J Gateway Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1598,Jubilee Hosp,Gauteng,District Hospital,Tshwane MM,Tshwane Odi SD
1599,Kekanastad Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1600,Kgabo CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane Odi SD
1601,Mercy NGO Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1602,Odi Hosp,Gauteng,District Hospital,Tshwane MM,Tshwane Odi SD
1603,Phedisong 1 Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1604,Phedisong 4 CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane Odi SD
1605,Phedisong 6 Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1606,Ramotse Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1607,Refentse Clinic (Odi),Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1608,Sedilega Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1609,St John the Baptist Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1610,St Peter Mandlenkosi Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1611,Suurman Clinic,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1612,Temba CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane Odi SD
1613,Tlamelong Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1614,Winterceldt Clin,Gauteng,Clinic,Tshwane MM,Tshwane Odi SD
1615,Farmcare Clinic,Gauteng,Clinic,Tshwane MM,Tshwane South SD
1616,Laudium CHC,Gauteng,Community Health Centre,Tshwane MM,Tshwane South SD
1617,Laudium Clinic,Gauteng,Clinic,Tshwane MM,Tshwane South SD
1618,Lyttelton Clin,Gauteng,Clinic,Tshwane MM,Tshwane South SD
1619,Olievenhout Ext 13,Gauteng,Clinic,Tshwane MM,Tshwane South SD
1620,Rooihuiskraal,Gauteng,Clinic,Tshwane MM,Tshwane South SD
1621,Azaadville Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1622,Dr Y Dadoo Gateway Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1623,Dr Y Dadoo Hosp,Gauteng,District Hospital,West Rand DM,Mogale City LM
1624,E Ndeleni Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1625,F Nhlapo Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1626,Hands of Compassion,Gauteng,Clinic,West Rand DM,Mogale City LM
1627,Itumeleng,Gauteng,Clinic,West Rand DM,Mogale City LM
1628,Krugersdorp Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1629,Leratong Gateway,Gauteng,Clinic,West Rand DM,Mogale City LM
1630,Leratong Hosp,Gauteng,Regional Hospital,West Rand DM,Mogale City LM
1631,Maki Legwete,Gauteng,Clinic,West Rand DM,Mogale City LM
1632,Mogale Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1633,Mogale Medicross Pae,Gauteng,Clinic,West Rand DM,Mogale City LM
1634,Muldersdrift Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1635,Odirileng Maponya,Gauteng,Clinic,West Rand DM,Mogale City LM
1636,R Martinez Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1637,Rietvallei Clin,Gauteng,Clinic,West Rand DM,Mogale City LM
1638,Thusong Comm Clinic,Gauteng,Clinic,West Rand DM,Mogale City LM
1639,Badirile Clinic,Gauteng,Clinic,West Rand DM,Randfontein LM
1640,Elandsfontein Clinic,Gauteng,Clinic,West Rand DM,Randfontein LM
1641,Kocksoord,Gauteng,Clinic,West Rand DM,Randfontein LM
1642,ML Pessen Clin,Gauteng,Clinic,West Rand DM,Randfontein LM
1643,Mohlakeng CHC,Gauteng,Community Health Centre,West Rand DM,Randfontein LM
1644,PJ Maree Clinic,Gauteng,Clinic,West Rand DM,Randfontein LM
1645,Randgate,Gauteng,Clinic,West Rand DM,Randfontein LM
1646,Toekomsrus Clinic,Gauteng,Clinic,West Rand DM,Randfontein LM
1647,Ya Rona,Gauteng,Clinic,West Rand DM,Randfontein LM
1648,Zenzele Clinic,Gauteng,Clinic,West Rand DM,Randfontein LM
1649,Bekkersdal East,Gauteng,Clinic,West Rand DM,Westonaria LM
1650,Bekkersdal W CHC,Gauteng,Community Health Centre,West Rand DM,Westonaria LM
1651,Semunye (West),Gauteng,Clinic,West Rand DM,Westonaria LM
1652,Venterspos,Gauteng,Clinic,West Rand DM,Westonaria LM
1653,Westonaria Clinic,Gauteng,Clinic,West Rand DM,Westonaria LM
1654,Zuurbekom Clinic,Gauteng,Clinic,West Rand DM,Westonaria LM
1655,Durnacol Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1656,Emfundweni Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1657,Greenock Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1658,Ladybank Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1659,Naas Farm Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1660,Nellies Farm Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1661,Thandanani Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1662,Thembalihle Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1663,Verdriet Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Dannhauser LM
1664,Groenvlei Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Emadlangeni LM
1665,Niemeyer Mem Hosp,KwaZulu-Natal,District Hospital,Amajuba DM,Emadlangeni LM
1666,Amajuba VCT Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1667,Charlestown Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1668,Madadeni 1 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1669,Madadeni 5 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1670,Madadeni 7 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1671,Madadeni Hosp,KwaZulu-Natal,Regional Hospital,Amajuba DM,Newcastle LM
1672,Mndozo Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1673,Newcastle Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1674,Newcastle Hosp,KwaZulu-Natal,Regional Hospital,Amajuba DM,Newcastle LM
1675,Osizweni 1 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1676,Osizweni 2 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1677,Osizweni 3 Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1678,Philisiwe Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1679,Rosary Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1680,Stafford Clinic,KwaZulu-Natal,Clinic,Amajuba DM,Newcastle LM
1681,A Luthuli Hosp,KwaZulu-Natal,National Central Hospital,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1682,Adams Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1683,Addington Hosp,KwaZulu-Natal,Regional Hospital,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1684,Amanzimtoti Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1685,Amaoti Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1686,Amatikwe (BT) Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1687,Athlone Park Hall Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1688,Austerville Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1689,Bayview Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1690,Beatrice Str Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1691,Bekulwandle (BT) Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1692,Besters Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1693,Bluff Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1694,Buffelsdraai Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1695,Caneside Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1696,Cato Manor CHC,KwaZulu-Natal,Community Health Centre,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1697,Chatsworth Centre Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1698,Chatsworth Club 91,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1699,Chesterville Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1700,Chesterville Prov Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1701,Clare Estate Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1702,Clermont Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1703,Corobric Briardene Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1704,Craigieburn Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1705,Danganya Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1706,Dream Centre,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
1707,Ekukhanyeni Clinic,KwaZulu-Natal,Clinic,eThekwini Metro Municipality,eThekwini Metro Municipality Sub
